customer_id,Current_Customer_Grade,no_of_transactions,sum_profit,sum_purchase,average_purchase,owns_car,wealth_segment,past_3_years_bike_related_purchases,property_valuation,age,first_name,last_name,address,postcode,state,country
"2702      ",2nd grade,9,8795,12880,1431.000000,"Yes       ",Affluent Customer,34,9,44,Saraann,Gilliard,8598 Nova Parkway,2758,New South Wales,Australia
"999       ",2nd grade,10,8612,14662,1466.000000,"No        ",High Net Worth,12,9,32,Dido,Leyburn,5357 Mcguire Plaza,3073,Victoria,Australia
"2755      ",2nd grade,13,8584,14087,1084.000000,"Yes       ",Mass Customer,66,6,21,Karen,La Wille,2241 Pearson Plaza,4503,Queensland,Australia
"213       ",2nd grade,11,8544,13555,1232.000000,"Yes       ",High Net Worth,13,4,24,Lockwood,Exroll,6327 Lunder Crossing,4655,Queensland,Australia
"1140      ",2nd grade,13,8534,16200,1246.000000,"Yes       ",Mass Customer,32,10,34,Deana,Rathbourne,8587 Graceland Way,2206,New South Wales,Australia
"3117      ",2nd grade,9,8531,12615,1402.000000,"Yes       ",Affluent Customer,68,7,25,Nisse,Marriage,073 Fremont Alley,3805,Victoria,Australia
"1625      ",2nd grade,8,8499,12809,1601.000000,"Yes       ",Mass Customer,20,8,43,Caryl,Clara,2 Southridge Crossing,2763,New South Wales,Australia
"1887      ",2nd grade,10,8465,15321,1532.000000,"Yes       ",Affluent Customer,22,9,55,Kynthia,Purcer,72 Mandrake Court,3183,Victoria,Australia
"2492      ",2nd grade,10,8439,12663,1266.000000,"No        ",High Net Worth,35,9,46,Gayelord,Lipman,46 Victoria Center,2770,New South Wales,Australia
"2468      ",2nd grade,10,8397,13390,1339.000000,"No        ",High Net Worth,51,8,25,Parker,Barenskie,62052 Loomis Avenue,4014,Queensland,Australia
"3048      ",2nd grade,13,8380,14756,1135.000000,"No        ",Mass Customer,38,1,51,Kenon,Messruther,80302 Stang Parkway,3677,Victoria,Australia
"473       ",2nd grade,9,8363,12032,1337.000000,"Yes       ",Mass Customer,2,9,43,Benji,O'Shirine,29 South Point,3111,Victoria,Australia
"841       ",2nd grade,7,8329,10935,1562.000000,"Yes       ",Affluent Customer,93,11,54,Hanan,McGreay,2 Dwight Street,3187,Victoria,Australia
"347       ",2nd grade,7,8325,12359,1766.000000,"No        ",Mass Customer,50,9,55,Berkly,Grishinov,3 Moulton Lane,2153,New South Wales,Australia
"1991      ",2nd grade,10,8257,12814,1281.000000,"Yes       ",Mass Customer,35,10,27,Tobe,Godrich,42554 Burrows Court,2117,New South Wales,Australia
"2379      ",2nd grade,11,8253,13030,1185.000000,"Yes       ",Affluent Customer,85,10,39,Trixie,Piscopiello,5390 Park Meadow Park,2222,New South Wales,Australia
"2695      ",2nd grade,9,8243,11702,1300.000000,"Yes       ",Mass Customer,88,12,44,Kippy,Heater,718 Fair Oaks Point,2068,New South Wales,Australia
"1033      ",2nd grade,9,8220,12745,1416.000000,"Yes       ",Affluent Customer,70,9,25,Jacob,Claringbold,5549 Bay Point,4068,Queensland,Australia
"733       ",2nd grade,10,8212,14534,1453.000000,"No        ",Mass Customer,25,10,47,Ham,Mayoh,98 Esker Junction,2192,New South Wales,Australia
"2659      ",2nd grade,12,8142,11947,996.000000,"Yes       ",High Net Worth,81,4,46,Konstance,Elgey,882 Mitchell Place,4151,Queensland,Australia
"2733      ",2nd grade,10,8121,13266,1327.000000,"Yes       ",Mass Customer,89,2,35,Jordanna,Skyme,81254 Buhler Trail,4740,Queensland,Australia
"1076      ",2nd grade,12,8103,14389,1199.000000,"No        ",Affluent Customer,33,9,20,Siegfried,Trattles,44 Ramsey Road,2515,New South Wales,Australia
"1579      ",2nd grade,10,8103,12087,1209.000000,"Yes       ",Affluent Customer,40,10,42,Madelaine,Siegertsz,82 Hanover Avenue,2101,New South Wales,Australia
"344       ",2nd grade,9,8100,11386,1265.000000,"Yes       ",High Net Worth,91,9,47,Carlene,Eyckelbeck,85 Straubel Park,2147,New South Wales,Australia
"2999      ",2nd grade,11,8095,12746,1159.000000,"Yes       ",Affluent Customer,28,8,NULL,Rinaldo,Diggin,4 Loftsgordon Avenue,3023,Victoria,Australia
"1722      ",2nd grade,9,8087,12697,1411.000000,"No        ",Mass Customer,52,4,57,Fritz,Geare,86 Menomonie Plaza,2290,New South Wales,Australia
"445       ",2nd grade,11,8082,14593,1327.000000,"No        ",Mass Customer,91,5,36,Timothy,Wenham,41 Ronald Regan Center,3008,Victoria,Australia
"1559      ",2nd grade,7,8049,10631,1519.000000,"Yes       ",High Net Worth,63,9,45,Hilton,Gladwell,2 Darwin Parkway,2118,New South Wales,Australia
"1808      ",3rd grade,7,7964,10836,1548.000000,"No        ",High Net Worth,98,9,55,Charles,Carren,21969 Lawn Court,2095,New South Wales,Australia
"2874      ",3rd grade,11,7911,15093,1372.000000,"No        ",Affluent Customer,97,7,43,Delores,Ashcroft,08 Monterey Avenue,3043,Victoria,Australia
"2464      ",3rd grade,13,7817,14574,1121.000000,"No        ",Mass Customer,78,8,37,Cleve,Jindrak,3126 Butterfield Pass,2573,New South Wales,Australia
"1475      ",3rd grade,8,7811,11874,1484.000000,"Yes       ",Affluent Customer,41,6,35,Aristotle,Jess,558 Thompson Junction,2440,New South Wales,Australia
"2458      ",3rd grade,7,7755,11222,1603.000000,"Yes       ",High Net Worth,73,10,56,Leilah,Liddel,6 Ryan Drive,2165,New South Wales,Australia
"255       ",3rd grade,12,7735,14949,1246.000000,"No        ",Mass Customer,2,2,66,Keeley,Kruger,131 Northfield Parkway,3355,Victoria,Australia
"753       ",3rd grade,8,7727,11935,1492.000000,"Yes       ",Affluent Customer,82,3,50,Josy,St. Quentin,37 Dorton Street,2594,New South Wales,Australia
"438       ",3rd grade,8,7693,12778,1597.000000,"Yes       ",High Net Worth,25,4,31,Ebenezer,Bottelstone,007 Gerald Place,3074,Victoria,Australia
"1572      ",3rd grade,6,7649,10118,1686.000000,"Yes       ",High Net Worth,51,12,63,Tam,Jahner,8 Heffernan Crossing,2126,New South Wales,Australia
"174       ",3rd grade,10,7629,12894,1289.000000,"No        ",Mass Customer,93,9,31,Catie,Tosspell,6898 Redwing Park,2148,New South Wales,Australia
"1290      ",3rd grade,9,7617,11892,1321.000000,"Yes       ",High Net Worth,49,5,53,Vassily,Ramalho,19679 Buell Pass,4305,Queensland,Australia
"1672      ",3rd grade,13,7605,14909,1147.000000,"Yes       ",Affluent Customer,21,11,57,Sharla,Creebo,29438 Swallow Crossing,2217,New South Wales,Australia
"3460      ",3rd grade,8,7586,10703,1338.000000,"No        ",Mass Customer,22,10,21,Reinhold,Barthrup,33 Almo Terrace,3051,Victoria,Australia
"1868      ",3rd grade,6,7565,10104,1684.000000,"No        ",Mass Customer,11,5,32,Aloisia,Ivel,87705 Hovde Center,4870,Queensland,Australia
"1028      ",3rd grade,7,7562,12001,1714.000000,"No        ",High Net Worth,10,9,21,Thorn,Torfin,15393 Cody Lane,2046,New South Wales,Australia
"921       ",3rd grade,8,7515,11851,1481.000000,"No        ",Mass Customer,77,11,41,Gretchen,Seneschal,3828 Norway Maple Avenue,2027,New South Wales,Australia
"2565      ",3rd grade,9,7496,11516,1280.000000,"Yes       ",Affluent Customer,62,11,51,Joannes,Harbron,4821 Schlimgen Avenue,2007,New South Wales,Australia
"2476      ",3rd grade,14,7492,14577,1041.000000,"No        ",High Net Worth,13,5,64,Hal,Braddon,567 Scott Park,4118,Queensland,Australia
"3134      ",3rd grade,7,7490,10272,1467.000000,"No        ",Mass Customer,53,1,25,Pierette,Roseman,981 Kinsman Crossing,2880,New South Wales,Australia
"1530      ",3rd grade,10,7391,13635,1364.000000,"Yes       ",Mass Customer,89,8,44,Alexandr,Maylard,84749 Holy Cross Terrace,2767,New South Wales,Australia
"425       ",3rd grade,7,7389,10926,1561.000000,"Yes       ",Mass Customer,60,3,67,Michaeline,Bordman,311 Dapin Point,2549,New South Wales,Australia
"168       ",3rd grade,9,7372,10135,1126.000000,"Yes       ",Affluent Customer,8,6,NULL,Reggie,Broggetti,16 Golf View Center,3020,Victoria,Australia
"1103      ",3rd grade,12,7366,15446,1287.000000,"Yes       ",High Net Worth,76,10,42,Glynnis,Sailor,258 Luster Court,2154,New South Wales,Australia
"2653      ",3rd grade,9,7365,12316,1368.000000,"No        ",Affluent Customer,80,8,25,Aylmer,Glenwright,7163 2nd Point,3931,Victoria,Australia
"280       ",3rd grade,11,7361,12588,1144.000000,"Yes       ",Affluent Customer,15,8,25,Welch,MacAllaster,8 Starling Pass,2767,New South Wales,Australia
"1821      ",3rd grade,12,7336,14388,1199.000000,"Yes       ",High Net Worth,89,9,48,Fields,Bayne,3201 Canary Center,2540,New South Wales,Australia
"725       ",3rd grade,11,7322,13049,1186.000000,"Yes       ",High Net Worth,61,8,55,Gage,Crossan,29639 Porter Center,4221,Queensland,Australia
"151       ",3rd grade,8,7290,13047,1631.000000,"Yes       ",Mass Customer,36,9,55,Donnie,Brimson,34457 Springview Street,2759,New South Wales,Australia
"3256      ",3rd grade,10,7288,12400,1240.000000,"No        ",Affluent Customer,76,9,34,Collen,Kew,7798 Westport Trail,4031,Queensland,Australia
"200       ",3rd grade,9,7284,11117,1235.000000,"Yes       ",Affluent Customer,7,2,63,Hube,Weald,7 Havey Point,4005,Queensland,Australia
"853       ",3rd grade,9,7264,12712,1412.000000,"Yes       ",Mass Customer,26,2,39,Nolana,Rotter,49 Buhler Plaza,2650,New South Wales,Australia
"2747      ",3rd grade,9,7261,11418,1269.000000,"No        ",Affluent Customer,5,9,65,Anna-diane,Crumpe,5 Lakewood Gardens Court,2118,New South Wales,Australia
"1984      ",3rd grade,7,7255,10525,1504.000000,"Yes       ",Mass Customer,70,10,21,Hewett,Alessandretti,681 School Avenue,2077,New South Wales,Australia
"3215      ",3rd grade,7,7247,11950,1707.000000,"Yes       ",Mass Customer,14,11,44,Wolfgang,Raffles,743 Karstens Point,2122,New South Wales,Australia
"3470      ",3rd grade,8,7229,14126,1766.000000,"Yes       ",Affluent Customer,56,11,53,Catherina,Ricca,176 Sutteridge Alley,3121,Victoria,Australia
"720       ",3rd grade,10,7210,13002,1300.000000,"No        ",Affluent Customer,67,10,89,Darrel,Canet,78 Glacier Hill Drive,2026,New South Wales,Australia
"320       ",3rd grade,10,7207,11723,1172.000000,"No        ",Mass Customer,19,2,23,Aldous,Cubin,1108 Nevada Junction,4701,Queensland,Australia
"2555      ",3rd grade,6,7205,9457,1576.000000,"No        ",Affluent Customer,43,7,44,Brad,Tenman,48 Lighthouse Bay Point,2430,New South Wales,Australia
"1591      ",3rd grade,12,7190,13909,1159.000000,"Yes       ",Mass Customer,4,12,44,Fonz,Jankin,54 Veith Drive,2073,New South Wales,Australia
"2151      ",3rd grade,7,7187,9369,1338.000000,"No        ",Affluent Customer,9,3,34,Herrick,Gammett,124 Fulton Crossing,4680,Queensland,Australia
"2309      ",3rd grade,12,7163,16123,1344.000000,"No        ",Affluent Customer,40,5,35,Herc,McIlhone,0991 Commercial Road,4300,Queensland,Australia
"1093      ",3rd grade,9,7159,12492,1388.000000,"No        ",Affluent Customer,63,10,24,Clarita,Penright,0 Nevada Pass,2216,New South Wales,Australia
"799       ",3rd grade,11,7141,14399,1309.000000,"Yes       ",Mass Customer,39,8,NULL,Harland,Spilisy,572 Brown Circle,2756,New South Wales,Australia
"2184      ",3rd grade,11,7124,13469,1224.000000,"No        ",Mass Customer,49,8,49,Lamar,Gladman,396 Sachs Road,2147,New South Wales,Australia
"706       ",3rd grade,6,7109,10040,1673.000000,"Yes       ",High Net Worth,44,1,30,Kane,Gaffer,8 Dottie Court,3480,Victoria,Australia
"2894      ",3rd grade,8,7095,13218,1652.000000,"Yes       ",Mass Customer,91,4,43,Gilburt,NULL,666 Holy Cross Parkway,4818,Queensland,Australia
"565       ",3rd grade,10,7078,12453,1245.000000,"Yes       ",Mass Customer,30,8,61,Saleem,Meller,5861 Browning Park,2065,New South Wales,Australia
"1396      ",3rd grade,10,7075,11434,1143.000000,"No        ",Mass Customer,20,4,33,Sinclair,Melonby,8108 Clyde Gallagher Crossing,3756,Victoria,Australia
"8         ",3rd grade,10,7066,12024,1202.000000,"No        ",Mass Customer,31,4,58,Rod,Inder,49 Londonderry Lane,2650,New South Wales,Australia
"1619      ",3rd grade,10,7033,11467,1147.000000,"Yes       ",Mass Customer,83,10,49,Matteo,Hallum,2 Mayfield Alley,2089,New South Wales,Australia
"1317      ",3rd grade,9,7024,15370,1708.000000,"Yes       ",Mass Customer,2,2,47,Barrett,Lindley,58563 Monterey Hill,4300,Queensland,Australia
"607       ",4th grade,9,6997,11867,1319.000000,"No        ",Mass Customer,55,11,44,Adelaida,Redmond,00164 Canary Drive,2041,New South Wales,Australia
"506       ",4th grade,10,6986,14209,1421.000000,"No        ",Mass Customer,43,10,35,Brett,Scrancher,808 Debra Center,3911,Victoria,Australia
"515       ",4th grade,9,6986,12265,1363.000000,"No        ",High Net Worth,55,12,31,Winna,Verny,12845 Paget Lane,2026,New South Wales,Australia
"1885      ",4th grade,9,6979,10587,1176.000000,"Yes       ",High Net Worth,18,8,38,Jerome,Sheavills,83148 Rowland Alley,2530,New South Wales,Australia
"1329      ",4th grade,10,6970,13336,1334.000000,"No        ",Mass Customer,65,7,31,Wendy,Randlesome,9985 Barnett Circle,3940,Victoria,Australia
"1237      ",4th grade,11,6961,14112,1283.000000,"No        ",High Net Worth,6,4,51,Junia,Humerstone,17357 Katie Center,3677,Victoria,Australia
"426       ",4th grade,9,6931,10505,1167.000000,"No        ",Affluent Customer,10,8,48,Emlyn,Anstice,15082 Crest Line Plaza,3040,Victoria,Australia
"1561      ",4th grade,8,6919,10602,1325.000000,"Yes       ",Mass Customer,47,9,45,Clemens,Rawll,61 Donald Crossing,2142,New South Wales,Australia
"117       ",4th grade,10,6918,12857,1286.000000,"No        ",Mass Customer,75,6,38,Nance,Suttling,185 Pennsylvania Way,4226,Queensland,Australia
"299       ",4th grade,7,6899,10297,1471.000000,"Yes       ",Mass Customer,80,9,64,Corabelle,Hartnell,95 Almo Junction,2173,New South Wales,Australia
"2705      ",4th grade,9,6880,12148,1350.000000,"No        ",Mass Customer,11,2,24,Madalena,MacCaughey,7107 Manitowish Road,4815,Queensland,Australia
"3280      ",4th grade,8,6880,11763,1470.000000,"Yes       ",Mass Customer,49,11,33,Micki,McNamara,9 Hallows Circle,2113,New South Wales,Australia
"2434      ",4th grade,9,6874,10024,1114.000000,"No        ",Affluent Customer,40,4,64,Lenci,Soars,1966 Glendale Avenue,4207,Queensland,Australia
"2992      ",4th grade,8,6870,10529,1316.000000,"Yes       ",Mass Customer,26,5,46,Crystal,Assur,9610 Gateway Trail,3429,Victoria,Australia
"2489      ",4th grade,8,6856,11412,1427.000000,"No        ",Mass Customer,42,9,44,Emma,Mates,9 Spaight Place,2102,New South Wales,Australia
"2369      ",4th grade,8,6855,11224,1403.000000,"Yes       ",Mass Customer,80,5,24,Averyl,Gosz,1 Bay Pass,3219,Victoria,Australia
"2201      ",4th grade,8,6846,11021,1378.000000,"Yes       ",Affluent Customer,56,7,22,Trisha,Basset,11 Sage Place,4055,Queensland,Australia
"2989      ",4th grade,9,6845,11757,1306.000000,"Yes       ",High Net Worth,37,10,20,Mort,NULL,60 Fulton Trail,2234,New South Wales,Australia
"2914      ",4th grade,12,6835,13824,1152.000000,"Yes       ",Affluent Customer,76,9,38,Jessamine,Brazear,3 Barnett Way,2763,New South Wales,Australia
"3015      ",4th grade,10,6816,14531,1453.000000,"No        ",Affluent Customer,25,9,20,Queenie,Flips,2942 Swallow Trail,4214,Queensland,Australia
"2617      ",4th grade,7,6814,10695,1528.000000,"No        ",High Net Worth,79,9,61,Vanda,Donnellan,55590 Ridgeview Court,2147,New South Wales,Australia
"1313      ",4th grade,8,6813,10173,1272.000000,"No        ",Mass Customer,59,4,34,Hughie,Laboune,72 Shasta Plaza,4152,Queensland,Australia
"3420      ",4th grade,11,6808,13885,1262.000000,"Yes       ",Mass Customer,96,5,40,Norby,Elion,00283 Loftsgordon Center,4118,Queensland,Australia
"353       ",4th grade,11,6793,13721,1247.000000,"No        ",Mass Customer,9,9,40,Antonia,Cardis,143 Elka Circle,3134,Victoria,Australia
"1129      ",4th grade,13,6790,18349,1411.000000,"Yes       ",Mass Customer,2,8,43,Hercule,NULL,1 Nevada Park,4226,Queensland,Australia
"254       ",4th grade,7,6781,9801,1400.000000,"No        ",Mass Customer,98,1,59,Barbie,Rubi,0850 Schmedeman Drive,3580,Victoria,Australia
"2036      ",4th grade,12,6771,10762,897.000000,"No        ",Mass Customer,11,10,43,Alix,Gilliland,18 Karstens Drive,2233,New South Wales,Australia
"995       ",4th grade,7,6764,9378,1340.000000,"Yes       ",Mass Customer,16,5,55,Urbano,Mews,31369 Meadow Valley Road,4034,Queensland,Australia
"2826      ",4th grade,12,6756,11245,937.000000,"No        ",Mass Customer,73,10,58,Loise,Mulvany,9 Springview Terrace,3121,Victoria,Australia
"2103      ",4th grade,10,6751,11616,1162.000000,"No        ",Affluent Customer,94,6,45,Jayme,Hendin,0 Waubesa Alley,2265,New South Wales,Australia
"1589      ",4th grade,6,6737,8548,1425.000000,"Yes       ",Mass Customer,83,9,31,Walker,Bartalot,78000 Arrowood Center,2775,New South Wales,Australia
"1346      ",4th grade,9,6735,10529,1170.000000,"No        ",Mass Customer,9,4,50,Woody,Dowthwaite,5 Springview Terrace,3620,Victoria,Australia
"2454      ",4th grade,11,6710,11915,1083.000000,"Yes       ",Mass Customer,81,8,60,Gene,Brome,15 Shelley Hill,2164,New South Wales,Australia
"1890      ",4th grade,9,6710,10862,1207.000000,"No        ",Mass Customer,89,7,48,Carce,Gunthorp,9460 Laurel Crossing,4032,Queensland,Australia
"983       ",4th grade,8,6708,9635,1204.000000,"No        ",Affluent Customer,49,11,NULL,Shaylyn,Riggs,3638 Starling Alley,2027,New South Wales,Australia
"1992      ",4th grade,10,6658,14164,1416.000000,"Yes       ",Mass Customer,28,10,25,Shanta,Attrill,726 Warrior Center,2077,New South Wales,Australia
"787       ",4th grade,10,6645,11292,1129.000000,"Yes       ",Affluent Customer,29,7,24,Norma,Batrim,0601 Stephen Place,2292,New South Wales,Australia
"973       ",4th grade,8,6639,12723,1590.000000,"No        ",High Net Worth,46,7,41,Annabella,Hebron,42 Dahle Parkway,3806,Victoria,Australia
"1233      ",4th grade,9,6636,11283,1254.000000,"Yes       ",Affluent Customer,17,11,42,Keeley,Hawsby,26 Lotheville Court,2085,New South Wales,Australia
"198       ",4th grade,9,6633,11650,1294.000000,"No        ",Mass Customer,82,7,39,Vanya,Gumb,5484 Hagan Crossing,3021,Victoria,Australia
"594       ",4th grade,9,6632,11997,1333.000000,"No        ",Mass Customer,74,9,40,Humfrey,Frankland,25 Novick Center,2010,New South Wales,Australia
"590       ",4th grade,12,6630,14476,1206.000000,"Yes       ",Mass Customer,85,11,32,Ddene,Burleton,9816 Carberry Trail,2036,New South Wales,Australia
"2723      ",4th grade,8,6591,10565,1321.000000,"Yes       ",Mass Customer,71,9,42,Morganne,Smitham,8941 Harbort Point,2148,New South Wales,Australia
"2791      ",4th grade,7,6578,9980,1426.000000,"No        ",Mass Customer,72,8,32,Dew,Lavrinov,11 Manufacturers Junction,2170,New South Wales,Australia
"721       ",4th grade,7,6578,8882,1269.000000,"Yes       ",Affluent Customer,84,8,27,Harmonia,Cornock,6 Fulton Road,3174,Victoria,Australia
"2508      ",4th grade,10,6569,12949,1295.000000,"No        ",Mass Customer,98,8,24,Virgil,Borkett,6220 Sugar Court,2300,New South Wales,Australia
"1438      ",4th grade,11,6559,12392,1127.000000,"Yes       ",Mass Customer,27,8,45,Winifred,MacRonald,53649 Mandrake Place,2749,New South Wales,Australia
"2542      ",4th grade,7,6559,10741,1534.000000,"Yes       ",Affluent Customer,43,8,54,Amanda,Leverington,2 Larry Trail,2207,New South Wales,Australia
"173       ",4th grade,9,6548,14060,1562.000000,"No        ",Affluent Customer,99,8,23,Ebba,Hanselmann,2 Randy Point,2766,New South Wales,Australia
"1797      ",4th grade,11,6539,10502,955.000000,"No        ",Mass Customer,49,7,46,Basile,Le Floch,18083 Mallard Drive,3075,Victoria,Australia
"1696      ",4th grade,9,6525,12255,1362.000000,"No        ",High Net Worth,48,10,29,Mose,Middler,367 Algoma Lane,2153,New South Wales,Australia
"1863      ",4th grade,6,6525,8916,1486.000000,"No        ",High Net Worth,10,1,42,Adelbert,Doelle,904 Mandrake Parkway,2820,New South Wales,Australia
"1547      ",4th grade,9,6523,12871,1430.000000,"Yes       ",Mass Customer,82,10,30,Chiquita,Billyard,68 Delaware Avenue,2768,New South Wales,Australia
"1084      ",4th grade,10,6523,11206,1121.000000,"No        ",Affluent Customer,54,4,26,Serena,Jagson,24596 Hoepker Avenue,2322,New South Wales,Australia
"2841      ",4th grade,7,6521,10657,1522.000000,"No        ",Mass Customer,19,7,57,Bibby,Carnson,7 Buhler Drive,2142,New South Wales,Australia
"3290      ",4th grade,8,6521,9720,1215.000000,"Yes       ",High Net Worth,22,8,58,Brandyn,Gain,4171 Beilfuss Street,3153,Victoria,Australia
"273       ",4th grade,10,6519,11372,1137.000000,"No        ",Mass Customer,54,9,57,Nevile,Abraham,8 Texas Plaza,3081,Victoria,Australia
"2183      ",4th grade,14,6514,19072,1362.000000,"Yes       ",Mass Customer,61,4,48,Jillie,Fyndon,8142 Tomscot Drive,4132,Queensland,Australia
"2662      ",4th grade,9,6499,10545,1172.000000,"Yes       ",Mass Customer,53,2,43,Louisette,Cullimore,648 Rigney Pass,2460,New South Wales,Australia
"1811      ",4th grade,8,6494,10113,1264.000000,"No        ",Mass Customer,59,12,21,Sylvan,Sugge,1 Monterey Terrace,2011,New South Wales,Australia
"2592      ",4th grade,8,6491,11063,1383.000000,"Yes       ",Mass Customer,84,5,25,Archibaldo,Argrave,303 Michigan Avenue,3977,Victoria,Australia
"2428      ",4th grade,9,6462,10167,1130.000000,"Yes       ",Mass Customer,74,7,52,Pauly,Keightley,34222 Vera Circle,3240,Victoria,Australia
"1285      ",4th grade,8,6457,11639,1455.000000,"Yes       ",Mass Customer,44,6,47,Tomkin,Fudge,3 Blaine Road,4306,Queensland,Australia
"1022      ",4th grade,5,6444,8161,1632.000000,"Yes       ",Affluent Customer,56,10,30,Suzann,Wilks,80424 Corben Alley,2136,New South Wales,Australia
"3012      ",4th grade,6,6440,9204,1534.000000,"Yes       ",Mass Customer,81,2,NULL,Devland,Probart,8003 Pepper Wood Way,3250,Victoria,Australia
"1506      ",4th grade,10,6436,11059,1106.000000,"No        ",Mass Customer,21,8,62,Andonis,Cochrane,6 Canary Plaza,2223,New South Wales,Australia
"2070      ",4th grade,9,6432,12318,1369.000000,"No        ",Mass Customer,0,7,39,Tiphany,Leppington,7949 Waywood Way,2318,New South Wales,Australia
"710       ",4th grade,7,6431,9823,1403.000000,"Yes       ",High Net Worth,76,8,50,Benton,Oakly,1721 Nobel Junction,2753,New South Wales,Australia
"346       ",4th grade,9,6420,8874,986.000000,"No        ",Mass Customer,68,10,39,Timmie,Eisikowitz,44621 Linden Drive,2155,New South Wales,Australia
"2616      ",4th grade,11,6418,13134,1194.000000,"Yes       ",High Net Worth,28,9,50,Andee,Ormrod,889 Sundown Trail,2162,New South Wales,Australia
"2794      ",4th grade,7,6417,7835,1119.000000,"Yes       ",Mass Customer,41,8,45,Megen,Lorenc,01209 Southridge Hill,2216,New South Wales,Australia
"728       ",4th grade,9,6411,10919,1213.000000,"Yes       ",Mass Customer,60,6,64,Winthrop,Corser,8 Kingsford Hill,3429,Victoria,Australia
"2132      ",4th grade,8,6402,12668,1584.000000,"Yes       ",High Net Worth,16,9,35,Davina,Dougary,7518 Canary Parkway,2145,New South Wales,Australia
